job_title,company,matched_job_skills,total_job_skills,match_ratio
Marketing & Sales Manager (Head of small team),DP Polska S.A.,16,24,0.6666666666666666
Programista / Programistka Hurtowni Danych,PROVIDENT Polska,17,25,0.68
Securities & Derivatives Analyst,Citi Poland,2,8,0.25
Analityk Biznesowo-Systemowy – branża bankowa,Sii Sp. z o.o.,15,29,0.5172413793103449
Administrator Aplikacji IT,VEOLI BOTANICA Sp. z o.o.,13,16,0.8125
Software Developer,CRIF Sp. z o.o.,8,25,0.32
Group Leader in Samsung AI Center Warsaw,Samsung R&D Institute Poland,19,33,0.5757575757575758
Technical Artist for Mobile Game - Monopoly World,REALITY GAMES POLSKA Sp. z o.o.,7,24,0.2916666666666667
Machine Learning Engineer/ Data Scientist,Connectis_,13,22,0.5909090909090909
Trading Services Analyst (Mandarin & Cantonese),IG Group,0,0,0.0
Product Data Coordinator,Triumph International,6,10,0.6
Senior Recruiter - TA Business Partner with German at Carrier,AMS,6,15,0.4
Senior Data Scientist,IG Group,8,11,0.7272727272727273
Lider Magazynu,Stokrotka Sp. z o.o.,2,6,0.3333333333333333
Młodszy Analityk / Młodszy Specjalista ds. Kontrolingu Operacyjnego (controlling),POLBRUK S.A.,6,9,0.6666666666666666
Analityk Danych,CLIMATIC sp. z o.o. SPÓŁKA KOMANDYTOWA,10,11,0.9090909090909091
Analityk / Specjalista ds. Ryzyka Kredytowego,Narodowy Fundusz Gwarancyjny,0,0,0.0
Specjalista ds. HR - Specjalista w Dziale Personalnym,Sieć Badawcza ŁUKASIEWICZ – PORT Polski Ośrodek Rozwoju Technologii,11,14,0.7857142857142857
Data Engineer,Orange Polska,16,21,0.7619047619047619
Specjalista / Specjalistka ds. rozliczeń i reklamacji kartowych,Bank Polskiej Spółdzielczości SA,1,6,0.16666666666666666
Junior Technical Support Engineer,APTVISION,3,10,0.3
Android Developer,Benefit Systems S.A.,8,25,0.32
Product Manager - Eximee BPMS,Consdata S.A.,12,25,0.48
Global Brand Graphic Desinger,AMMEGA BUSINESS SERVICES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,6,8,0.75
Analityk Biznesowy,INEOGROUP S.A.,24,28,0.8571428571428571
Application Support Enginer,CRONN POLSKA sp. z o.o.,10,24,0.4166666666666667
Business Development Manager,Leyton Poland sp. z o.o.,4,9,0.4444444444444444
Lider Zbrojarni,PEKABEX,4,9,0.4444444444444444
Specjalista / Specjalistka ds. Obsługi Klienta,Huhtamaki Foodservice Gliwice Sp. z o.o.,5,8,0.625
Specjalista ds. wsparcia sprzedaży w dziale analiz​,Maspex,5,13,0.38461538461538464
Project Manager w obszarze wideo,Ringier Axel Springer Polska Sp. z o.o.,4,13,0.3076923076923077
Data Engineer / Data Platform Developer with .NET,KAMBU sp. z o.o.,21,38,0.5526315789473685
Controller,Miele Global Services Sp. z o. o.,11,21,0.5238095238095238
Inżynier Projektu,Mondelēz International w Polsce,11,14,0.7857142857142857
"Junior Trade Analyst (Customs/Cła, obsługa celna)",Livingston Poland Sp. z o.o.,9,18,0.5
Business Analyst (KYC),Mindbox S.A.,18,25,0.72
Ekspert AI/ML,DECERTO Sp. z o.o.,12,16,0.75
Frontend Developer,ITDS Polska Sp. z o.o.,6,30,0.2
R&D Embedded Engineer,HigoSense Sp z o.o.,4,18,0.2222222222222222
Cofounder w projekcie open-source (Wolontariat),NEURON FOUNDATION,3,8,0.375
Senior Project Manager,GLOBALTECH POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,12,20,0.6
Senior Python Developer,BCF Software Sp. z o.o.,13,22,0.5909090909090909
Specjalistka/Specjalista ds. Aplikacji,PGE Systemy S.A.,7,8,0.875
Python Developer w projekcie open-source (Wolontariat),NEURON FOUNDATION,2,8,0.25
C++ Developer - Senior,Zebra Technologies CZ s.r.o.,6,25,0.24
Kierownik działu Kontroli Jakości,DOT2DOT S.A.,9,14,0.6428571428571429
Senior eCommerce Data Analyst,Lyreco Advantage,18,38,0.47368421052631576
WordPress Specialist w projekcie open-source (Wolontariat),NEURON FOUNDATION,1,8,0.125
Manager / Managerka Transaction Service,Rödl & Partner,9,12,0.75
Ekspert ds. Strukturyzacji i Zarządzania Instrumentami Finansowymi,Bank Gospodarstwa Krajowego,12,19,0.631578947368421
Kierownik Zmiany Produkcji,VOBRO sp. z o. o. sp. k.,1,6,0.16666666666666666
Specjalista/ka ds. Rekrutacji Medycznych,CORTEN MEDIC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5,9,0.5555555555555556
Menedżer Restauracji,Osadkowski Sp. z o.o.,5,11,0.45454545454545453
HR Business Partner,GOLDBECK SOLAR POLSKA sp. z o.o.,5,14,0.35714285714285715
CRM Data Analyst,IPF Digital,0,0,0.0
Kontroler Finansowy,iView Recruitment,4,7,0.5714285714285714
Technolog - Kierownik rozbioru,"""CEZAR"" SPÓŁKA JAWNA HANDEL-PRODUKCJA-USŁUGI W. ZGLECZ, U. WOJTKOWSKA I T. ZGLECZ",5,8,0.625
Senior Data Analyst,IAG GBS,23,33,0.696969696969697
Stażysta w dziale inżynierii,Lohmann Polska Sp. z o.o.,2,4,0.5
Analityk Sprzedaży,Boryszew S.A. oddział MAFLOW,3,6,0.5
Finance Analyst FP&A,THERAMEX POLAND sp. z o.o.,9,18,0.5
Analityk kredytowy / Analityczka kredytowa ds. dużych korporacji,mBank,6,13,0.46153846153846156
Junior Trade Marketing Manager / Specjalista ds. Marketingu,Grupa Komputronik,6,15,0.4
Specjalista/ka ds. systemów informatycznych,NASK,5,13,0.38461538461538464
Finance Systems Support Analyst,IG Group,15,28,0.5357142857142857
Specjalista ds. Trade Marketingu,Polska Grupa Farmaceutyczna S.A.,4,8,0.5
Specjalista ds. jakości,Ośrodek Badawczo - Rozwojowy Centrum Techniki Morskiej S.A. w Gdyni,14,21,0.6666666666666666
Doradca / Doradczyni ds. dużych przedsiębiorstw,mBank,4,15,0.26666666666666666
Specjalista / Specjalistka ds. Rekrutacji i Administracji,Alstom Polska S.A.,9,13,0.6923076923076923
Specjalista ds. Planowania (Planista/Planistka),DOT2DOT S.A.,3,5,0.6
Specjalista ds. Ciągłego Doskonalenia,MAHLE Polska Sp. z o.o.,5,8,0.625
EHC Business Analysis Team Manager,PROVIDENT Polska,10,15,0.6666666666666666
EHC Senior Business Analyst,PROVIDENT Polska,8,13,0.6153846153846154
Senior Software Engineer - Integration,KNAUF IT SERVICES POLSKA SP. Z O.O.,17,29,0.5862068965517241
Business Controller,GXO Logistics Poland Sp. z o.o.,6,13,0.46153846153846156
Specjalista ds. Operacyjnych i Weryfikacji Kredytów,GreenMax,4,8,0.5
Specjalista ds. IT,MAN Trucks Sp. z o.o.,12,14,0.8571428571428571
Specjalista Administrator Systemów Operacyjnych - platformy Power,Credit Agricole Bank Polska S.A.,8,13,0.6153846153846154
Starszy Specjalista Administrator Systemów Operacyjnych - platformy Power,Credit Agricole Bank Polska S.A.,11,21,0.5238095238095238
Specjalista / Specjalistka ds. Social Media,"Fundacja Rozwoju Przedsiębiorczości ""Twój StartUp""",10,24,0.4166666666666667
SAP FI Stream Lead,WIPRO IT SERVICES POLAND Sp. z o.o.,21,44,0.4772727272727273
Data Scientist / Data Analyst ds. Pricingu,PKO Bank Polski SA,3,6,0.5
Regular Fullstack Developer (Java+Angular),Consdata S.A.,6,14,0.42857142857142855
Analityk biznesowy 3DS/ECOM,Visiona Sp. z o.o.,6,12,0.5
FLIT Data & Reporting Manager - AC EMEA,PPG Global Business Services Poland Sp. z o.o.,16,20,0.8
Specjalista ds. Integracji i Analityki Danych,Premium Mobile sp. z o.o.,19,26,0.7307692307692307
Brygadzista Produkcji,GREEK TRADE sp. z o.o.,4,6,0.6666666666666666
Kierownik Zespołu Kontrolingu,Klient Pracuj.pl,4,7,0.5714285714285714
SAP MM Stream Lead,WIPRO IT SERVICES POLAND Sp. z o.o.,15,40,0.375
SAP PP Stream Lead,WIPRO IT SERVICES POLAND Sp. z o.o.,11,24,0.4583333333333333
Kontroler Jakości (kontrola wejścia),Elica Group Polska,5,10,0.5
Młodszy Specjalista / Młodsza Specjalistka ds. HR,WASKO 4 BUSINESS Sp. z o.o.,9,16,0.5625
Dyrektor ds. rekrutacji międzynarodowej,RESPEKT PERSONAL GROUP sp. z o.o.,9,14,0.6428571428571429
Analityk / Analityczka ds. Wycen Nieruchomości (obszar detaliczny),Bank Polskiej Spółdzielczości SA,2,7,0.2857142857142857
Principal Architect (Team Lead),Samsung R&D Institute Poland,23,45,0.5111111111111111
Engineering Manager,Bruss Polska Sp. z o.o.,6,11,0.5454545454545454
Financial Process Analyst,DAZN,5,11,0.45454545454545453
HR System Administrator with German,Fresenius Medical Care EMEA GBS SP. Z O.O.,3,6,0.5
Ekspert / Ekspertka ds. Analizy Danych,wonga.pl Sp. z o.o.,18,22,0.8181818181818182
Specjalista ds. kadr,RSTECHNOLOGY Adam Rachfał,4,9,0.4444444444444444
Lead Full-Stack Software Engineer,SQUARE ONE RESOURCES sp. z o.o.,21,44,0.4772727272727273
Revenue Growth Manager,Randstad Polska Sp. z o.o.,10,14,0.7142857142857143
FP&A Expert,CBRE Business Services Organisation Sp. z o.o.,8,13,0.6153846153846154
Specjalista ds. nadzoru​,ORLEN S.A.,14,17,0.8235294117647058
Mid Data Engineer,CLOUDFIDE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,21,26,0.8076923076923077
DevOps Engineer,CLOUDFIDE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,10,23,0.43478260869565216
Cost Engineer - Inżynier ds. kalkulacji kosztów,Lear Corporation Poland II Sp. z o.o. Oddział Tychy,7,12,0.5833333333333334
Commodity Flow Trader,"""ELEMENTAL GLOBAL SERVICES SPÓŁKA AKCYJNA""",6,10,0.6
Node.js Engineer,CLOUDFIDE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8,30,0.26666666666666666
Managerka / Manager w Zespole Fuzji i Przejęć EY-Parthenon,EY (dawniej Ernst & Young),6,13,0.46153846153846156
Lead C++ Developer,Edge One Solutions Sp. z o.o.,6,17,0.35294117647058826
Senior Business Intelligence (Power BI) Engineer,CLOUDFIDE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,25,31,0.8064516129032258
Lead Business Intelligence (Power BI) Engineer,CLOUDFIDE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,28,36,0.7777777777777778
IT Recruiter,ITDS Polska Sp. z o.o.,6,11,0.5454545454545454
Administrator IT,Politechnika Łódzka,10,13,0.7692307692307693
Senior Data Engineer,CLOUDFIDE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,21,26,0.8076923076923077
Lead Fullstack Engineer,CLOUDFIDE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5,19,0.2631578947368421
Senior DevOps Engineer,speedapp,16,30,0.5333333333333333
Talent Matchmaker,DESKSET SOFTWARE sp. z o.o.,8,12,0.6666666666666666
Agile Business Analyst,Mindbox S.A.,9,11,0.8181818181818182
Migration Manager,PHOENIX CONTACT WIELKOPOLSKA Sp. z o.o.,8,11,0.7272727272727273
IT Talent Sourcer,ITDS Polska Sp. z o.o.,3,6,0.5
Planista produkcji,GENPOWER Sp. z o.o.,5,6,0.8333333333333334
Jira / Confluence Administrator - Departament IT,T-Mobile,14,31,0.45161290322580644
HR Specialist with French,HSBC Service Delivery (Polska) Sp. z o.o.,10,12,0.8333333333333334
Data Analyst,ITDS Polska Sp. z o.o.,16,22,0.7272727272727273
Program Talentowy Go Graduates Brand Marketing,Kompania Piwowarska,0,0,0.0
Doradca Klienta,Bank Spółdzielczy w Gliwicach,5,7,0.7142857142857143
Młodszy Inżynier Przemysłowy,Aircom Group,4,9,0.4444444444444444
Junior Accountant,Duni EFF Sp. z o.o.,8,11,0.7272727272727273
DevOps Engineer,ELITEHUNTER sp. z o.o.,2,9,0.2222222222222222
Mid SharePoint Developer,SQUARE ONE RESOURCES sp. z o.o.,6,9,0.6666666666666666
Program Talentowy Go Graduates Sprzedaż,Kompania Piwowarska,9,19,0.47368421052631576
R&D Controller,MIELE TECHNIKA SP Z O O,0,0,0.0
Senior Decision Support Analyst with Salesforce,Acxiom Global Service Center Polska sp. z o. o,12,27,0.4444444444444444
Kierownik Zmiany,Kidde Global Solutions,0,0,0.0
Analityk Biznesowo-Systemowy IT,M4IT sp. z o.o.,14,18,0.7777777777777778
Tester Aplikacji,M4IT sp. z o.o.,14,27,0.5185185185185185
Technolog CNC,STALKO sp. z o.o. SPÓŁKA KOMANDYTOWA,6,8,0.75
Specjalista ds. Kadr i Płac,VOLKSWAGEN FINANCIAL SERVICES POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5,10,0.5
Starszy Specjalista ds. Zarządzania Środowiskami Testowymi,Bank Gospodarstwa Krajowego,16,18,0.8888888888888888
PMO,NATEK POLAND,5,9,0.5555555555555556
Administrator IT,DONAKO Sp. z o.o.,9,18,0.5
Kontroler jakości opakowań i surowców,Persan Polska S.A.,5,7,0.7142857142857143
Specjalista ds. kampanii i procesów w CRM,CCC S.A.,6,12,0.5
Ekspert / Ekspertka ds. Compliance,PFR OPERACJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,10,13,0.7692307692307693
Business Analysis and Process Specialist,Samsung Electronics Polska,1,1,1.0
Technical Support Engineer / Junior DevOps,SQUARE ONE RESOURCES sp. z o.o.,9,19,0.47368421052631576
Analityk Systemowy,KLG Solutions Sp. z o.o.,20,24,0.8333333333333334
Supplier Quality Engineer,Solaris Laser sp. z o. o.,10,21,0.47619047619047616
Machine Learning Engineer,Team Connect Sp. z o.o.,23,67,0.34328358208955223
Deep Learning Developer,Team Connect Sp. z o.o.,27,66,0.4090909090909091
Master Data Management Junior Administrator (Trade Compliance),KION Business Services Polska Sp. z o. o.,5,11,0.45454545454545453
Scrum Master,Team Connect Sp. z o.o.,28,57,0.49122807017543857
QA Tester,Team Connect Sp. z o.o.,27,52,0.5192307692307693
SQL Developer,Team Connect Sp. z o.o.,28,39,0.717948717948718
Analityk biznesowy w projektach IT (K/M),Szkoła Główna Handlowa w Warszawie,18,27,0.6666666666666666
Specjalista ds. marketingu,Ania Holding,6,21,0.2857142857142857
Kierownik produkcji,Polcopper Sp. z o.o.,5,6,0.8333333333333334
Big Data Engineer,Team Connect Sp. z o.o.,14,18,0.7777777777777778
Senior Commercial Finance Analyst (Finance Business Partner),Flora Food Group,4,8,0.5
Kierownik Marketingu,Blum Polska Sp. z o.o.,9,10,0.9
Ekspertka / Ekspert ds. rozwoju produktów i procesów,PKO Bank Polski SA,4,6,0.6666666666666666
Data Modeller,Team Connect Sp. z o.o.,15,36,0.4166666666666667
Business Analyst Supply Chain,Beiersdorf Shared Services Poland,16,21,0.7619047619047619
Java Full Stack Developer,Infor (Polska) Sp. z o.o.,30,66,0.45454545454545453
Business Development Manager - roboty Pudu,LSI Software S.A.,4,10,0.4
Mistrz Zmiany,DS Smith Polska Sp. z o.o.,7,9,0.7777777777777778
DevOps Engineer,Team Connect Sp. z o.o.,21,31,0.6774193548387096
Analityk biznesowy IT,Team Connect Sp. z o.o.,28,34,0.8235294117647058
Senior Project Manager,Scalo Sp. z o.o.,8,17,0.47058823529411764
Kierownik Działu Jakości,ELESTER Sp. z o.o.,4,9,0.4444444444444444
Analityk - Programista,Pekao TFI S.A.,24,38,0.631578947368421
Starszy Specjalista ds. Zarządzania Konfiguracją,Bank Gospodarstwa Krajowego,10,18,0.5555555555555556
E-commerce Channel Manager,Selsey Sp. z o.o.,10,13,0.7692307692307693
Salesforce Communications Cloud / CPQ (Revenue Cloud) Architect,UPVANTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5,14,0.35714285714285715
Młodszy Specjalista ds. Kadr (k/m/d),Generali,5,11,0.45454545454545453
Samodzielna Księgowa / Samodzielny Księgowy,CENTRUM RACHUNKOWOŚCI ZARZĄDCZEJ EKKOM Sp. z o.o.,5,11,0.45454545454545453
CNE Customer Service Operational Excellence Coordinator (f/m/x),Mars Polska sp. z o.o.,6,11,0.5454545454545454
Developer Fiori,BPX S.A.,1,8,0.125
Brygadzista,Zadbano,4,5,0.8
Process Engineer,Vestas,9,15,0.6
Inżynier procesów produkcyjnych (Bioetanol),ORLEN Południe S.A.,8,23,0.34782608695652173
Senior .NET Developer,PLAY (P4 Sp. z o.o.),23,57,0.40350877192982454
MS Dynamics 365 Software Engineer,Motife Sp. z o.o.,10,24,0.4166666666666667
Specjalista ds. Social Media & Influencer Marketingu (TikTok & Instagram),Comperia.pl,8,20,0.4
Senior .NET Developer,Primaris Services,5,13,0.38461538461538464
Starszy(-a) specjalista(-tka) ds. kredytowania,Santander Bank Polska,6,10,0.6
Senior Project / Delivery Manager,Xebia sp. z o.o.,11,18,0.6111111111111112
Starszy Specjalista ds. Controllingu Operacyjnego,TAURON Nowe Technologie S.A.,8,14,0.5714285714285714
Recruitment Conslutant - SSC / BPO - Delivery,Antal,2,5,0.4
Senior Software Engineer (Java/AWS),Grid Dynamics Poland,6,21,0.2857142857142857
Product Manager,STADA Sp. z o.o.,5,9,0.5555555555555556
Automation Tester/QA (JAVA),Scalo Sp. z o.o.,8,20,0.4
Junior Software Developer,ALTEN Polska,6,9,0.6666666666666666
Drukarz offsetowy,GIZEH Dispoform Sp. z o.o.,6,10,0.6
Data Analyst - Monopoly World,REALITY GAMES POLSKA Sp. z o.o.,12,19,0.631578947368421
Lider zespołu,Hermes Fulfilment Sp. z o.o.,9,11,0.8181818181818182
Machine Learning Engineer - Monopoly World,REALITY GAMES POLSKA Sp. z o.o.,10,19,0.5263157894736842
Senior Unity Developer - Monopoly World,REALITY GAMES POLSKA Sp. z o.o.,7,16,0.4375
Koordynator Zmiany,Hermes Fulfilment Sp. z o.o.,7,11,0.6363636363636364
Junior Game Artist – Monopoly World,REALITY GAMES POLSKA Sp. z o.o.,10,35,0.2857142857142857
Trainee in Financial Control Department,Societe Generale Branch in Poland,6,10,0.6
Specjalista / Specjalistka ds. marketingu,REDNET 24 sp. z o.o.,8,11,0.7272727272727273
Unity Animator - Monopoly World,REALITY GAMES POLSKA Sp. z o.o.,5,22,0.22727272727272727
3D Generalist - Monopoly World,REALITY GAMES POLSKA Sp. z o.o.,11,36,0.3055555555555556
"Technolog tworzyw (proces ekstruzji, technologia wylewania folii)",ATUS GROUP Sp. z o.o. Sp. k.,3,5,0.6
Młodszy Specjalista / Młodsza Specjalistka ds. Kadr i Płac,Ochrona Juwentus,5,6,0.8333333333333334
Senior .NET Developer,Motife Sp. z o.o.,8,28,0.2857142857142857
Specjalista ds. analiz,Credit Agricole Bank Polska S.A.,12,19,0.631578947368421
Lider Produkcji,Mitsui High-tec (Europe) sp. z o.o.,8,10,0.8
Data Engineer,SQUARE ONE RESOURCES sp. z o.o.,15,27,0.5555555555555556
Koordynator / Koordynatorka ds. Lean Manufacturing,Kelvion Machine Cooling Sp. z o.o.,11,13,0.8461538461538461
Integration Solution Architect,McCormick Shared Services,23,36,0.6388888888888888
ABAP Developer SAP MDG-M/SAP PLM,Robert Bosch Sp. z o.o.,12,25,0.48
Senior People Analytics & Total Rewards Specialist,Samsung Electronics Polska,7,20,0.35
Oracle Database Developer,Edge One Solutions Sp. z o.o.,10,18,0.5555555555555556
Koordynator Zespołu Kadrowego (k/m/d),Generali,6,11,0.5454545454545454
Regional Benefits Leader - EMEA,MMC Group Services Sp. z o.o.,6,8,0.75
Machine Learning Engineer,STX Next S.A.,27,44,0.6136363636363636
Menedżer Zespołu Produktów Kapitałowych UE,Bank Gospodarstwa Krajowego,9,23,0.391304347826087
Koordynator Projektów / Koordynator Produktu,British American Tobacco,12,15,0.8
Junior SEO Web Developer,Klient Pracuj.pl,9,36,0.25
Infrastructure Architect,ITDS Polska Sp. z o.o.,13,30,0.43333333333333335
Control Systems and Governance – Graduate Program,Dürr Group Services sp. z o.o.,8,11,0.7272727272727273
Senior Hardware Engineer,Adtran,4,19,0.21052631578947367
Audit and Analytics – Graduate Program,Dürr Group Services sp. z o.o.,12,14,0.8571428571428571
Konsultant/ka ds. obsługi klienta,EXORIGO UPOS S.A.,4,6,0.6666666666666666
Digital Marketing Specialist,Arval Service Lease,4,13,0.3076923076923077
Specjalista ds. Kadr i Płac,Rekrutacja 360 - Pracuj.pl,9,14,0.6428571428571429
"Senior Fullstack Developer (Java, Angular) | Branża finansowa |",Edge One Solutions Sp. z o.o.,11,29,0.3793103448275862
Data Platform Engineer,Kontakt.io,10,27,0.37037037037037035
Software Project Manager,Kontakt.io,11,18,0.6111111111111112
Senior Site Reliability Engineer,Kontakt.io,16,43,0.37209302325581395
Senior Performance Marketing Specialist,Grupa Morizon-Gratka Sp. z o.o.,7,16,0.4375
"Specjalista/Specjalistka w Dziale Clients & Markets (relacje z Klientami, dokumenty i procedury)",BDO Spółka z ograniczoną odpowiedzialnością Sp.k,12,16,0.75
Specjalistka / Specjalista ds. Zarządzania Ryzykiem Kredytowym MSP,BNP Paribas Polska S.A.,7,12,0.5833333333333334
HR Business Partner,Decathlon sp. z o.o.,11,19,0.5789473684210527
Specjalista ds. wdrożeń systemów ERP (w obszarze finanse i księgowość),Streamsoft,11,20,0.55
Transaction Monitoring Senior Analyst with French | Financial Crime Unit,PwC,6,8,0.75
Transaction Monitoring Senior Operations Specialist with French | Financial Crime Unit,PwC,7,10,0.7
Mid/Senior Data Engineer with GCP,Idego Group Sp. z o.o.,7,16,0.4375
Senior Data Engineer with AWS,Idego Group Sp. z o.o.,14,19,0.7368421052631579
Databricks Engineer,Idego Group Sp. z o.o.,8,13,0.6153846153846154
Python Developer (ML),J-LABS sp. z o.o.,12,22,0.5454545454545454
Capital Management- Risk Weighted Assets Reporting- Senior Analyst,JP Morgan Chase,8,12,0.6666666666666666
St. Specjalista /-ka ds. Automatyzacji - Advanced Automation,T-Mobile,18,39,0.46153846153846156
Tester Manualny,Connectis_,7,22,0.3181818181818182
Analityk Danych/Data Scientist w obszarze ubezpieczeń komunikacyjnych (k/m/d),Generali,6,7,0.8571428571428571
Kontroler Jakości – Destrukcja,Lear Corporation Poland II Sp. z o.o. Oddział Tychy,4,5,0.8
Analityk Biznesowo-Systemowy,B2B.NET S.A.,6,13,0.46153846153846156
Portfolio Manager,Aurovitas Pharma Polska sp. z o.o.,8,10,0.8
Specjalista / Specjalistka ds. zarządzania portfelem przeterminowanym,Santander Leasing S.A.,7,9,0.7777777777777778
Senior Fullstack Developer(Java+React),ALGOTEQUE SERVICES sp. z o.o.,6,18,0.3333333333333333
Rzeczoznawca Stacjonarny Majątkowy,UNIQA,4,8,0.5
IT Developer Expert - Oracle,INNOBO sp. z o.o.,10,16,0.625
Front-end Developer (React),ALGOTEQUE SERVICES sp. z o.o.,3,15,0.2
QA Engineer,INNOBO sp. z o.o.,10,16,0.625
Analityk Systemowy Bankowy,PKO BP Finat sp. z o.o.,18,23,0.782608695652174
Project Manager,TRANSITION TECHNOLOGIES PSC S.A,8,15,0.5333333333333333
Product Engineering Team Lead,SQUARE ONE RESOURCES sp. z o.o.,13,23,0.5652173913043478
Specjalista Laborant - Laboratorium pomiarów długości i kąta,PIT-RADWAR S.A.,8,13,0.6153846153846154
Back-end Developer (.NET Framework),ALGOTEQUE SERVICES sp. z o.o.,9,20,0.45
SAP BTP Cloud Developer,INNOBO sp. z o.o.,9,21,0.42857142857142855
"Backend Developer (Node.js, Nest.js)",SQUARE ONE RESOURCES sp. z o.o.,3,14,0.21428571428571427
Specjalista / Specjalistka ds. aparatury kontrolno-pomiarowej w dziale kontroli jakości,"Tarchomińskie Zakłady Farmaceutyczne ""Polfa"" Spółka Akcyjna",8,11,0.7272727272727273
Analityk Biznesowy MŚP,Bank Pekao,4,5,0.8
Konsultant ds. rekrutacji i obsługi klienta,OTTO Work Force,1,7,0.14285714285714285
Analityk biznesowo-systemowy,FINANTEQ SA,18,33,0.5454545454545454
BBH Internship in Finance,Brown Brothers Harriman,6,9,0.6666666666666666
Specjalista / Specjalistka ds. Kadr i Płac,Invicta,10,16,0.625
Full-stack Developer (React/.NET),ALGOTEQUE SERVICES sp. z o.o.,7,24,0.2916666666666667
Programista Back-End,Radaway Sp. z o.o.,4,18,0.2222222222222222
Lead Developer (Real-Time Trading UI),CRESTT sp. z o.o.,10,24,0.4166666666666667
Specjalista ds. Controllingu,Toyota Bank Polska S.A.,5,9,0.5555555555555556
Full-stack Developer (.NET/C#) - Windows Forms Project,ALGOTEQUE SERVICES sp. z o.o.,7,16,0.4375
"Data Engineer (Snowflake, DBT, AWS)",SQUARE ONE RESOURCES sp. z o.o.,13,19,0.6842105263157895
Mistrz Produkcji,Przedsiębiorstwo HAK Sp. z o.o.,7,12,0.5833333333333334
Specjalista / Specjalistka ds. marketingu,BMW SIKORA OPOLE,9,17,0.5294117647058824
Technical Leader,HSBC Service Delivery (Polska) Sp. z o.o.,9,17,0.5294117647058824
Transformation - Delivery Manager (GPB Transformation),HSBC Service Delivery (Polska) Sp. z o.o.,15,19,0.7894736842105263
Ekspert w Biurze Polityki Kredytowej - Klient Detaliczny (Kredyty Hipoteczne),Bank Pekao,6,9,0.6666666666666666
Junior Finance Analyst with French,Capgemini Polska,3,5,0.6
Business Analyst (UK CMB Transformation),HSBC Service Delivery (Polska) Sp. z o.o.,19,41,0.4634146341463415
Underwriter Ubezpieczeń Flot Komunikacyjnych,TUZ Towarzystwo Ubezpieczeń Wzajemnych,5,9,0.5555555555555556
Business Technical Services Analyst,GLOBALTECH POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,18,44,0.4090909090909091
Starszy Specjalista ds. Obsługi Finansowania Handlu,Citi Handlowy,3,6,0.5
React Native Developer,PLAY (P4 Sp. z o.o.),7,25,0.28
Internship AR Developer (Vuforia Studio),TRANSITION TECHNOLOGIES PSC S.A,6,21,0.2857142857142857
Specjalista / Specjalistka Wsparcia Sprzedaży i Projektów Online,PTWP,2,7,0.2857142857142857
Młodsza Specjalistka / Młodszy Specjalista ds. Rekrutacji Personelu Opiekuńczego,Promedica24,3,7,0.42857142857142855
Specjalista zarządzania projektami (CX),Stoen Operator Sp. z o.o.,7,10,0.7
ServiceNow Tester,KMD Poland Sp. z o.o.,13,21,0.6190476190476191
"Data Solutions Manager, Leader",Cloud Technologies S.A.,5,9,0.5555555555555556
Marketing Project Manager,DENTITY sp. z o.o.,7,20,0.35
Marketing Manager (branża AGD),YOER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,4,10,0.4
Operational Excellence Manager,Viessmann Technika Grzewcza,13,19,0.6842105263157895
Data Engineer,speedapp,22,40,0.55
DevOps Engineer,KNAUF IT SERVICES POLSKA SP. Z O.O.,24,53,0.4528301886792453
Analityk/czka systemowy/a,NASK,12,14,0.8571428571428571
Menadżer ds. zarządzania projektami,ZACHODNIOPOMORSKA GRUPA DORADCZA Sp. z o.o.,11,16,0.6875
Młodszy Specjalista ds. Controllingu w sekcji Automatyzacji i Robotyzacji Procesów Biznesowych,MOSTOSTAL ZABRZE Konstrukcje Przemysłowe S.A.,10,11,0.9090909090909091
Specjalista ds. Analiz Danych i Controllingu,FAINA LIFESTYLE Sp. z o.o.,10,12,0.8333333333333334
Menedżer ds. Jakości Produktów Świeżych,Biedronka (Jeronimo Martins Polska S.A.),7,17,0.4117647058823529
Europe Hosting Lead,Be in IT,9,15,0.6
Web Developer,Crafton,2,11,0.18181818181818182
Stażysta/Stażystka działu IT,General Logistics Systems Poland Sp. z o.o.,2,5,0.4
